Path,Bytes,SHA256
experiments/pact_offline/PACT_G16_STATE_MACHINE_RESULTS_2026-08-24.md,3005,3170feddd257dadc2570bcc05b65df39daf007463e6afea114975e26943ded77
experiments/pact_offline/QUANTIZED_GAUSSIAN_RESULTS_2026-08-24.md,4712,81218b7c3bed14175146301ea1132eff795b1858246fa7dee3ee0863bd6836c4
experiments/pact_offline/README.md,3287,16e1caa8fdac4824ae6d41b5be8fcda5d9b8dcbbbc9d01011883f7dcb5c0da6e
experiments/pact_offline/adaptive_gaussian_policy.py,8589,76e83ce03302abbd2fdedb1d23266f81130e98040693197ffb01896f285b59fd
experiments/pact_offline/benchmark_projection_cost.py,4473,cec75bb40defd6882611b7eb28844fc07e3df95d0dab76456fbccd7a2ec12a30
experiments/pact_offline/calibration_audit.py,9943,d0679d8050fc1b7c6f72fe13e8e458a432605cce38872115fed88ac307b8372c
experiments/pact_offline/conditional_power.py,5500,46da6cb9ab30c147bf2689a75b619467fd3323352cbf789775f83b6ff9e59feb
experiments/pact_offline/known_seed_nullspace.py,8043,89354d09a9caceeb7964d7b7453f88868f3fec5beb089202068549fa51e8b0f6
experiments/pact_offline/pact_g16_protocol.py,23868,626eaa6d5175edc84fedd17c66811ff67e971d2c458660bdf66a4a61b88a228b
experiments/pact_offline/pact_g16_state_machine.py,26812,e9f2ead32f71309d36035ede8afc4e22085ee655533c6d8f3440b7a18c678a43
experiments/pact_offline/pact_projection.py,24430,7f1caf1f97238cac227c2db45da0f6bcad4e0ed910ff1697b4602d0d34fd39c5
experiments/pact_offline/quantized_gaussian.py,11592,f5757b57464fa890aec50e53dfdb9db68f6fe8fda72856d8c37e5bd2271cb59c
experiments/pact_offline/results/README.md,938,d467b30a65190424764988af0f2a8cbc07388b660fbca4cd67df5e947f3e36e2
experiments/pact_offline/results/adaptive_gaussian/adaptive_aggregate.csv,1465,04b6b552312a7ca2b7a9d593ca430779241edd5305b60811814ce150fae8b7ec
experiments/pact_offline/results/adaptive_gaussian/adaptive_by_prompt.csv,18400,41f10ac64eb81bd5d42fac5394af861ec475f8d13dd37513ea9f3d8cb89f7ad0
experiments/pact_offline/results/adaptive_gaussian/adaptive_verdicts.png,78427,62d92976060fbc7646a210bb74633b41f8f10ed563a71465518798bc31268985
experiments/pact_offline/results/adaptive_gaussian/summary.json,420,1a713ae94d31c68284183fd9579da216628e74a15a54001377ea958ba81045df
experiments/pact_offline/results/calibration_audit/calibration_summary.csv,929,192c7360b5b2a35a9f4596bedbec21919e6a08dd731e8fe435643af3ecc4641f
experiments/pact_offline/results/calibration_audit/energy_by_prompt.csv,9920,ccbd574b821d3c7f4fd0b570b7f729461b41173d6555beef3e75bfa5a3e19e97
experiments/pact_offline/results/calibration_audit/infinite_k_oracle.csv,1123,3fb220e78f4e36e3f1696e0d1d55e22c170e81316edca9c9c2da387adb7bebbd
experiments/pact_offline/results/calibration_audit/prompt_energy.png,101567,421c0d48ca27646ecfacd2e58658569ad617cb9b09d29db2299e35363ccf8398
experiments/pact_offline/results/calibration_audit/summary.json,405,8f1d5b99d2106e159b08f0a449fd485deab243b10a50b8856451daa951683c76
experiments/pact_offline/results/conditional_power/power_aggregate.csv,614,6ac9ea785046156b2fac202db173827cd85ddfdb48b199e83ee74aa6791870df
experiments/pact_offline/results/conditional_power/power_by_prompt.csv,10960,f81ed6ee6dd8339037e52b13bd6f80a32e95ced09895040dee24286388a3d343
experiments/pact_offline/results/conditional_power/power_curves.csv,40679,af954da81fd1944bd007d164212200bf35e5e3a8a69a4d21960657547418534f
experiments/pact_offline/results/conditional_power/summary.json,277,eee98505d97874b212dca177f9f48d0cd59c132e9357990f04fdbe81c40f7a06
experiments/pact_offline/results/g16_protocol/protocol_benchmark.csv,459,427934b40c426a591b0905a81c9b887be788270271fffc590f94ace687ddd85f
experiments/pact_offline/results/g16_protocol/protocol_checks.json,2357,133b1ab67b305c250716455b3201fb721981f718151459ec2e5c237623b7d419
experiments/pact_offline/results/g16_protocol/protocol_matrix.csv,844,26f1b397125aa80a42618c801be750cd13603796db9a9b30746a6041080e63a3
experiments/pact_offline/results/g16_protocol/sample_receipts.json,3143,ba6e8cf981f09c1f62182c4fcc694eee73700271c716f2e42506ea9145feeb37
experiments/pact_offline/results/g16_state_machine/state_machine.sqlite,32768,b37172dc21411ac8b8cffeb47bd80aa4b5615ff50cc5ad2fa2a3444790ac93bb
experiments/pact_offline/results/g16_state_machine/state_machine_checks.json,5466,63988dae56aa7e024507ed82556310ceae6311dcbd43131d19fcf3d4b1ec517e
experiments/pact_offline/results/gaussian_p0/pact_detection.png,108559,c728d1f3b2fe54e3e02b73d53c7b6c0fe7fbc58e0920067fa41b416c8c7fa601
experiments/pact_offline/results/gaussian_p0/rates_aggregate.csv,7373,9d97a25e2bae3320db772c09a43b95bd49e6a67f3db7449e941d072fe8596ee5
experiments/pact_offline/results/gaussian_p0/rates_by_pair.csv,88843,1d938d1c054eb333ef4332d5d644f93f020867d73c88753678e9e13ad178491d
experiments/pact_offline/results/gaussian_p0/summary.json,821,fb53713a8d7a6d81a4e8d87b8bef63f2fa4cb5a82e7a59ec1d3699bd5f182e2a
experiments/pact_offline/results/gaussian_p0/thresholds.csv,1348,966793706ebe482d5ccb1343dd5b6f827e5505445ba1fcb1ab3adc26fd8b9aca
experiments/pact_offline/results/gaussian_smoke/pact_detection.png,40919,7b014ed66414478f0d6cc29dec572b6ba5cbbb137d3f088ff3aef72e9cb182bf
experiments/pact_offline/results/gaussian_smoke/rates_aggregate.csv,742,c30b70ec5888facf31d06eeed2c51a21a6b0b3763ae6d162c5e5f734d5cb769c
experiments/pact_offline/results/gaussian_smoke/rates_by_pair.csv,4200,ddcd752ce00bc79c62779d5e041b9b38af8076382e5c360e1056759f3fd4784d
experiments/pact_offline/results/gaussian_smoke/summary.json,750,5cd8a8965843a9e79d10e86aa914e39b6594004d4751ddcf0daf99ca1fe379e1
experiments/pact_offline/results/gaussian_smoke/thresholds.csv,457,11623d881abdfae0b794d2bc9a0dfaa1b5449af74d671dd1b5ae4a84f111e5d5
experiments/pact_offline/results/known_seed/constraint_audit.csv,5282,296c756bbb602aa70df66b5a4685fb74a1fb9c003552fb764800ef27a3fd937c
experiments/pact_offline/results/known_seed/known_seed_aggregate.csv,490,bd74d0505823e299e4bbbd3c652e8f55593baa4f178fc56c61eb3061e222f00d
experiments/pact_offline/results/known_seed/known_seed_by_pair.csv,4500,85667e7f65930e4fbe93cd443aa1e5be7d45133ec20ced1b7f9a7ca9242e3629
experiments/pact_offline/results/known_seed/summary.json,491,79ff075af8e33387c292e9e115d7920855469478d5c2676e2e08c4977cdb88ea
experiments/pact_offline/results/lut16_focused/pact_detection.png,64560,dda58be75f9a80bede5cc0343c00c9c8efe721185db6324fdff4729629aebbbe
experiments/pact_offline/results/lut16_focused/rates_aggregate.csv,1675,a1dc70d692fa0005e465e2f68cb050bc16d4ec953c4c4ec4151cba70e8034172
experiments/pact_offline/results/lut16_focused/rates_by_pair.csv,17410,a904e614b33173c9c4a0a430371aa84bf39231f8bba015f9f740f1342684ccb7
experiments/pact_offline/results/lut16_focused/summary.json,893,a9d44d6d2a0caef2f66d4497c3ddaf95ff5d63dfe94a5b84dc153b66f500d796
experiments/pact_offline/results/lut16_focused/thresholds.csv,450,76550f3acad09638f35831ad46eb021d47046165752c36d535fb88e4833326af
experiments/pact_offline/results/lut16_high_precision/chi_square_coverage.csv,1268,503364cbfabfec4e872c18d721b00a904d02398956c08f5d8f9eced420f64cc7
experiments/pact_offline/results/lut16_high_precision/coefficient_moments.csv,292,2ea327216d0376668a8dde0d1a355cc580e6cbfbf24d691acf9337bb696ccb8f
experiments/pact_offline/results/lut16_high_precision/family_summary.csv,242,2ef8cda49764167c60b572c367aafcafa20be6045e69631121e78d9a87622890
experiments/pact_offline/results/lut16_high_precision/rates.csv,8466,d2cda17d5b841f31d327549de1aea052e60965de661e000f046b3ad7ec3b76a7
experiments/pact_offline/results/lut16_high_precision/summary.json,412,f708f0e7b6ee0a110e38564b602db2d89a762c43df56c4f100c509fd19a9fc4a
experiments/pact_offline/results/lut16_high_precision/support_spreads.csv,2541,20222cf7c32d9eccba4693ad97f205da407ced613c6bc8b616f77d7a6d35f970
experiments/pact_offline/results/lut16_p0/pact_detection.png,115212,ba943e3c1876b3472d7d26d7df3387e8ca28cb2eca2c0a04ddbdf3eb1879c6c0
experiments/pact_offline/results/lut16_p0/rates_aggregate.csv,7094,1f595987e249774572c6c7d65cfec012db5736e06611c8e884cd3a7a543607f4
experiments/pact_offline/results/lut16_p0/rates_by_pair.csv,85551,9879bb046d98cfebc9448a24453276c6e8dae390eafc31ac3b5365c4d4aca235
experiments/pact_offline/results/lut16_p0/summary.json,944,3382854fb5f6ba0ab6dba0d76746045e5292aaae5241deacd8b8d9d9a9d12c2f
experiments/pact_offline/results/lut16_p0/thresholds.csv,1261,2f4edd7963b59ccf9ffb09004b7e190adb82c8f6e3c17e0c1f8dbbd601a26140
experiments/pact_offline/results/lut8_high_precision/chi_square_coverage.csv,1248,c3ff90006e82063279a0c0be2deffdeb987210f5597c09d49448f265419d8f35
experiments/pact_offline/results/lut8_high_precision/coefficient_moments.csv,286,431e292a30e91a19b2d65ad4992add35adc2101602280846751f3e7c43c72ac1
experiments/pact_offline/results/lut8_high_precision/family_summary.csv,238,a8bd8f349b92200c50358c440f99253475a6a00f200e6e0c46e93fb10450a1bc
experiments/pact_offline/results/lut8_high_precision/rates.csv,8389,ea7138a68aa8b63ff0f23c81010da3db0b6a10972db82cc8b8b05da5d7520005
experiments/pact_offline/results/lut8_high_precision/summary.json,411,5f6935350633c3d8b7c1d06f32de0adf92c1796d7f57411c9138948988e47391
experiments/pact_offline/results/lut8_high_precision/support_spreads.csv,2471,8d47d01c6b10e278a6a234bb35d06e366b45fdfbcac4c124d47f2d99b387d2fc
experiments/pact_offline/results/lut8_p0/pact_detection.png,113395,930f41c4b4995ab9a4aaf292e9239f3b6ee9784b17e0f37f22d1ccd808f054f7
experiments/pact_offline/results/lut8_p0/rates_aggregate.csv,7210,9171e380af5281c2f07e0fb85b40a0afa7f289b8099702649374f1b74d4b4823
experiments/pact_offline/results/lut8_p0/rates_by_pair.csv,85401,7ea6a91b9f5dbb39866607e4a6bfc7724eb242950e8039dbb87674456872fb0c
experiments/pact_offline/results/lut8_p0/summary.json,776,57361ae08b05b021665f91c9f85c31bc1199d5e37908521b098d861f8195f940
experiments/pact_offline/results/lut8_p0/thresholds.csv,1241,68a1e417b58b9c8d71dde717a91fbecaac52cf6941f186a6a3bbd5f3038d4e6a
experiments/pact_offline/results/lut8_smoke/pact_detection.png,45531,af56ed9404c7969a250edfc7a25701c4d895db1b733c35709a2a2eb9559b5d65
experiments/pact_offline/results/lut8_smoke/rates_aggregate.csv,785,35e1c03b89fb83b6443083756a2c1706a3d8dae57dbccd2304b43075e27298d2
experiments/pact_offline/results/lut8_smoke/rates_by_pair.csv,4015,77d970ebfdf912b8ced0fbeafa33fbb74d04a7bfcb0fc7c942a56f491c7ac414
experiments/pact_offline/results/lut8_smoke/summary.json,708,78fcae899119da7b5d561fac2691c0a321d5d25557a2d2af8955ebf380b65588
experiments/pact_offline/results/lut8_smoke/thresholds.csv,432,a6fbc91badde7388f7b5ca4d2442534e8c9f1c387fed1532d8fc1fc9e16c44ba
experiments/pact_offline/results/p0/pact_detection.png,126311,676f44ed703c44cc9a249fc0cd5975273f04a295d144f813451d68e03ca9cae3
experiments/pact_offline/results/p0/rates_aggregate.csv,7179,8146b5a57c0ad8050cf50bac519bb69c5ae6b22e204cecdc6b8ef088e9167cea
experiments/pact_offline/results/p0/rates_by_pair.csv,82485,9acb3a726848e49b62896ac9e0ae6d32b63df1d4023c9d305647301889c22c44
experiments/pact_offline/results/p0/summary.json,708,1c05262406749f77b47980b52ff957110053821fff8ed4f46044531087891512
experiments/pact_offline/results/p0/thresholds.csv,1116,0eae7559e40af3f67720a978cdd41644b2b555e3d962755942a95c2e2823cc05
experiments/pact_offline/results/projection_benchmark/projection_cost.csv,1222,3cb9d1c1af430d7320b940f9553449526a3548c3b6d71873b7ab6098530d3fb9
experiments/pact_offline/results/projection_benchmark/summary.json,4335,71ac6541216022cb3a9f1f50fa001342793598b2dbdd7399a9203e84db02a0e5
experiments/pact_offline/results/projection_benchmark_lut16/projection_cost.csv,2202,d5e6236fc7903a6ab3777cd38093597ee8298425e4a4e5079abcfaf0613da6b1
experiments/pact_offline/results/projection_benchmark_lut16/summary.json,8443,ffad2d61a2124c3505065f992431ce541c0500ce0538e77bda29690cf3d3d01f
experiments/pact_offline/results/projection_benchmark_lut8/projection_cost.csv,1689,330d5f54487a3eee7164c5ee0fca2927ef7e3b979a45482db5c2836009a85129
experiments/pact_offline/results/projection_benchmark_lut8/summary.json,6366,31984e9e50b52305b9ca1f428fdec6244fe183b43d4f4b70849a0326b3181265
experiments/pact_offline/results/quantized_gaussian/coefficient_moments.csv,578,a28e8d2830481decc4075b22e96c61b3d8545d1de6cfe66d400f994529712117
experiments/pact_offline/results/quantized_gaussian/family_summary.csv,400,499bea414c479825093b935fe0f0b71bccab2e5a4db959867ee637ce2c3f2b01
experiments/pact_offline/results/quantized_gaussian/rates.csv,19927,4e1ef2d2d8305f539b2102c906b9773b33c3b67d0610586a17b157ea5e1f0b6f
experiments/pact_offline/results/quantized_gaussian/summary.json,465,afb5dda044d972185443628355984a83863d067d177d2e7fa89a5aeed93cf234
experiments/pact_offline/results/quantized_gaussian/support_spreads.csv,5720,097dfdf0b4a018988064a99fd962af5e74e4c37c03cbd8b3e5e7e94dec88eaa7
experiments/pact_offline/results/quantized_gaussian_high_precision/coefficient_moments.csv,313,3ba61a79db579f9423ebc589da42dfefbfdd285d3013f13caacf96d608bd82d6
experiments/pact_offline/results/quantized_gaussian_high_precision/family_summary.csv,243,eb58f68ebd68218c60b8abb20b78febdd6679d083b92979f9998e1dd371cf1bf
experiments/pact_offline/results/quantized_gaussian_high_precision/rates.csv,8606,9d99fca9b7f98b0e1ce11d1dc1aac64a6564593386489b6a9a50a9426677ddc7
experiments/pact_offline/results/quantized_gaussian_high_precision/summary.json,414,99cf8b459b0e458aefe69d9aec5f3923c6cfc9b9e5406c5561ac09927de4ae2a
experiments/pact_offline/results/quantized_gaussian_high_precision/support_spreads.csv,2568,f15010ab8f2a586c06acf34dac4528f7ca6dc3ad1ced20afb5c5e4a9c9cb64b0
experiments/pact_offline/results/smoke/pact_detection.png,43129,a87d5e4f3c45c304106d620d9e8013b7cf9ff72f255150977769d4399d960990
experiments/pact_offline/results/smoke/rates_aggregate.csv,781,b2a77befe20019bf695ed91378c99eb45bec559d46c3f7a18fa4a1a922872cb5
experiments/pact_offline/results/smoke/rates_by_pair.csv,4015,fe4c1c490c48e3c636b8d1a6775d7a650aaf21581131c3930ef408a28f9807e2
experiments/pact_offline/results/smoke/summary.json,640,b168ec4314fcf536eb908206169f42a6a25779a90b48a6663e7cfefcf7787542
experiments/pact_offline/results/smoke/thresholds.csv,384,43b37fc2194264b57276936596384400a16c11d8e530aaa0c1e10ad21a0ddec0
experiments/pact_offline/validate_gaussian_sampler.py,1281,2090d1e58c9831b9e4208f33283536e0afdd0a3a0dd511de7ab3a5f1771fa7ef
experiments/pcra_offline_retired/ADAPTIVE_RESULTS_2026-08-24.md,4021,85502c36fa6dd9fb00a704e97e8fc56f2a3eb54c3b8558a0a3b01852fc2d3704
experiments/pcra_offline_retired/FIRST_RESULTS_2026-08-24.md,5620,d96901dc060fb09e45d11b2421c5fae0cd3776f5023ebc4ffa7fc523dbecd4e7
experiments/pcra_offline_retired/README.md,3811,8ac20d1f4d491be1beb55db48f3546d37ba722fc1c134ea8b79de0a8dfbf4f49
experiments/pcra_offline_retired/adaptive_attack.py,18280,bca2025ecb1776bbc9b1ba183e827915066e17025a93372a303d02685437ce56
experiments/pcra_offline_retired/pcra_offline.py,21760,ee64b24d07d4df1aad0890401d45f77f23e00a8f01b7ebca4ab440ea9e0761d9
experiments/pcra_offline_retired/plot_adaptive_results.py,2946,282d3d53fcfb9bbb59a435b68b9c6e68f1fcd10534653c30f21d32c0176c0c85
experiments/pcra_offline_retired/results/adaptive/DO_NOT_REPORT.md,223,7dda81a2490737be04ee81511be813c5aea571e27eeebcdfdc8ea15311e16d64
experiments/pcra_offline_retired/results/adaptive/adaptive_aggregate.csv,1649,6acfb4b4db5f4cf8077abd5e5af8cb1336e7397e5644836c4cd22403fa7a1962
experiments/pcra_offline_retired/results/adaptive/adaptive_rates.csv,73149,0916558eec1dc6225ec7bc7ca5610b14739be5f28fbf98d681a0f466b83072c6
experiments/pcra_offline_retired/results/adaptive/summary.json,6262,b21134f344dbd69f298c06c4385430439b6458d75f32a71be312acd19ddd8e9b
experiments/pcra_offline_retired/results/adaptive_fullq/DO_NOT_REPORT.md,223,7dda81a2490737be04ee81511be813c5aea571e27eeebcdfdc8ea15311e16d64
experiments/pcra_offline_retired/results/adaptive_fullq/adaptive_aggregate.csv,3227,ab652fd0e58bc92d083d29f48b4597720914e5b70eaccd76d37ab20764341864
experiments/pcra_offline_retired/results/adaptive_fullq/adaptive_rates.csv,146575,0b175d269cf082e4cf2c45972f360b1bcbac88e3a8e7b7ee828ed0a1480bd41c
experiments/pcra_offline_retired/results/adaptive_fullq/summary.json,11994,226c2e1f789efed9ef57422b5af85c75cf51d165b3b174284d1429337eab67f5
experiments/pcra_offline_retired/results/adaptive_harm_preserving/adaptive_aggregate.csv,3206,89a0cc7ccc7405b47fb979af5e2594a295c88b9a0d268d5a5fbaa81b6db55e3a
experiments/pcra_offline_retired/results/adaptive_harm_preserving/adaptive_detection.png,109401,fae6f137bce356d4b712b6c9f80b0395b50de3bf82079d7f66def13003806e92
experiments/pcra_offline_retired/results/adaptive_harm_preserving/adaptive_rates.csv,196070,b458a4ca3225f2d14a3087e3c1a13a6c37193e4747729889e54532c3ed03b8b6
experiments/pcra_offline_retired/results/adaptive_harm_preserving/summary.json,12014,28c10891a7a3705bce4613d4307dccb309437d4df49775ef5677951355a43a90
experiments/pcra_offline_retired/results/adaptive_smoke/adaptive_aggregate.csv,317,b192ece1ebff11f3d722dad44262608550efd7f2e8aabc61e13b8ca30ca90f34
experiments/pcra_offline_retired/results/adaptive_smoke/adaptive_rates.csv,2319,6ea002b2122d2ac304de502eeb8c1bfe625ef180958934c785bed4edafae1e74
experiments/pcra_offline_retired/results/adaptive_smoke/summary.json,1501,85ac6c92f7e49de003d597921ff97fbb53fd588982ce5d8bb6790ee24e269e5a
experiments/pcra_offline_retired/results/adaptive_smoke_harm/adaptive_aggregate.csv,323,60121a67b371d91af83130e043b81a68c2cd2aa5de8233c236a13fe986d51241
experiments/pcra_offline_retired/results/adaptive_smoke_harm/adaptive_rates.csv,3103,fecdbf2802f45af57abc5bef5d5a4ee5dab5fb41f2f73669b62266116956e62d
experiments/pcra_offline_retired/results/adaptive_smoke_harm/summary.json,1548,03130f6ddfa19fa04bd17a27863b6077cff1b17fed2f2ba45d5ec83436d2fa3a
experiments/pcra_offline_retired/results/calib2048/detection_curves.png,157989,91a18f0e5c30fbd64c0a56aa956116ca14758f7faa71f0bf1bec75c9f8511087
experiments/pcra_offline_retired/results/calib2048/evaluation_cases.csv,318849,928d154369e851c0251902b69adbf8c0774b21ce1d16d9e2fe709c29b33c31c5
experiments/pcra_offline_retired/results/calib2048/rates_aggregate.csv,43314,bb7a8d19321473dc06839a1ef633ef87c65557d6742d41dfa821007dbfa35961
experiments/pcra_offline_retired/results/calib2048/rates_by_checkpoint.csv,137656,411849ac14a765400c355202ec57f48622c624df038564a6f80d3166fa86a759
experiments/pcra_offline_retired/results/calib2048/summary.json,1541,b3db1313e6b08db9ae18f128aea3668b73373dad1f2c3d5f133076fd21c18eae
experiments/pcra_offline_retired/results/calib2048/thresholds.csv,2942,1c90883f41d25b3c9c4bb675eae602330d5b0a280fb3bd2e4f35cec5816c7aa3
experiments/pcra_offline_retired/results/default/detection_curves.png,157989,91a18f0e5c30fbd64c0a56aa956116ca14758f7faa71f0bf1bec75c9f8511087
experiments/pcra_offline_retired/results/default/evaluation_cases.csv,318849,928d154369e851c0251902b69adbf8c0774b21ce1d16d9e2fe709c29b33c31c5
experiments/pcra_offline_retired/results/default/rates_aggregate.csv,43314,bb7a8d19321473dc06839a1ef633ef87c65557d6742d41dfa821007dbfa35961
experiments/pcra_offline_retired/results/default/rates_by_checkpoint.csv,137656,411849ac14a765400c355202ec57f48622c624df038564a6f80d3166fa86a759
experiments/pcra_offline_retired/results/default/summary.json,1541,b3db1313e6b08db9ae18f128aea3668b73373dad1f2c3d5f133076fd21c18eae
experiments/pcra_offline_retired/results/default/thresholds.csv,2942,1c90883f41d25b3c9c4bb675eae602330d5b0a280fb3bd2e4f35cec5816c7aa3
experiments/pcra_offline_retired/results/smoke/detection_curves.png,85084,b4237c99f375c392f8574a13e59e32a861af979327501b005cb52f2474017f06
experiments/pcra_offline_retired/results/smoke/evaluation_cases.csv,9681,27671743dbc9f70c0fb2ad244198374b1c3e8e8ec43d43d0e83206dc7e541a29
experiments/pcra_offline_retired/results/smoke/rates_aggregate.csv,7185,13a046f513e52e4968958d002603eb562aa6adcd369592ebf1f1c0914b223c71
experiments/pcra_offline_retired/results/smoke/rates_by_checkpoint.csv,21723,13d6a350811168a04292f6d9ba37a45970ad0c93aad1779dc967ed12187bc462
experiments/pcra_offline_retired/results/smoke/summary.json,996,cd214be331fda33472803b3fcbd02ca20089865dd2ce63e23ba532c285bd73c8
experiments/pcra_offline_retired/results/smoke/thresholds.csv,1468,94d2b72c6fc95795300385a0e657d7e6ce56ac960607b2b9f1e464c639243612
experiments/pcra_offline_retired/results/smoke_optimized/detection_curves.png,84181,a8c611279d3c910df5d04956a5c689382475ee2cb4f0219fe66305db3a4562d5
experiments/pcra_offline_retired/results/smoke_optimized/evaluation_cases.csv,9681,27671743dbc9f70c0fb2ad244198374b1c3e8e8ec43d43d0e83206dc7e541a29
experiments/pcra_offline_retired/results/smoke_optimized/rates_aggregate.csv,7170,517ac35b4538a44bd0e047f53bc53f2fd0ba6606bb6ec8eb5f0f453b707c3b4e
experiments/pcra_offline_retired/results/smoke_optimized/rates_by_checkpoint.csv,21825,e27537c7e61f594023cc21ecf7f30b65008ca408b297da0a826493fb3414950e
experiments/pcra_offline_retired/results/smoke_optimized/summary.json,996,cd214be331fda33472803b3fcbd02ca20089865dd2ce63e23ba532c285bd73c8
experiments/pcra_offline_retired/results/smoke_optimized/thresholds.csv,1468,94d2b72c6fc95795300385a0e657d7e6ce56ac960607b2b9f1e464c639243612
legacy_veriedge_eurosys/EUROSYS27_REVIEW_ANALYSIS_AND_REVISION_PLAN.md,23429,09e3e58edda1f1ba603632fdc3f5b48025ab08dd0eb1e869ea54b66ede199055
legacy_veriedge_eurosys/PAPER1_EXPERIMENT_COMPLETION_MANUAL.md,10121,111b4164d4b8b4ca19f98da4efd4df976b3eaf24e16e3f2d146efde898f53548
legacy_veriedge_eurosys/PAPER1_RESTRUCTURE_PLAN.md,7964,5d09219fe71d974d6b00b2b822abcc2f9fb58e8d1bfc93a858e4a26de23ca467
legacy_veriedge_eurosys/PAPER1_REVISION_PLAN.md,12876,1b9591b0642de1ddb8332cc3a9335beb417b732df60ed25c42e00b5bb4a32d15
legacy_veriedge_eurosys/README.md,1098,7621d3172fe1a1cb84f89e44bbbcd67cb27c574531a3e8e8a2b4759124c50e5d
legacy_veriedge_eurosys/bibtex/bib/IEEEabrv.bib,17779,222d5c1a21f40fe2ce1f3dbd0963f4f7d2fb3fa38825104992b083e357f8fd71
legacy_veriedge_eurosys/bibtex/bib/mybib.bib,18283,5f15e02a99d0faccec1a74d56a293b19e1dc432bb26feb136e8469aa9f3592da
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/README.md,352,0a4e218e4a4b6b53dbd5c03bb314ec3a5649ee15d8ec753f8116dcce5a28e3df
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/VeriEdge_TSTC_DDL冲刺版_实验结果交付手册.md,41874,3bc64e95656ada4b1402be50c58e3da96e2f617f3f6c7a14af1212208f777ea0
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/configs/exp_e5_20260512_measured_profile_inputs.json,106495,445cff345b30edaa2af29c81d94899f3049e2f588879af9102e290d0212f485d
legacy_veriedge_eurosys/experimental_assets/第一轮新增实验/configs/exp_e5_20260512_measured_profile_mainline_policy_config.json,9833,a83edb3f18c41aa1f28492fd68e7742ca5dfefa088f3cd3e0303d7de220509bf
