prompt_id,checkpoint,q,repeat,n
eval_006,prefill__C2,64,0,15360
eval_006,prefill__C2,64,1,15360
eval_006,prefill__C2,64,2,15360
eval_006,prefill__C2,64,3,15360
eval_006,prefill__C2,256,0,15360
eval_006,prefill__C2,256,1,15360
eval_006,prefill__C2,256,2,15360
eval_006,prefill__C2,256,3,15360
eval_006,prefill__C3,64,0,15360
eval_006,prefill__C3,64,1,15360
eval_006,prefill__C3,64,2,15360
eval_006,prefill__C3,64,3,15360
eval_006,prefill__C3,256,0,15360
eval_006,prefill__C3,256,1,15360
eval_006,prefill__C3,256,2,15360
eval_006,prefill__C3,256,3,15360
eval_007,prefill__C1,64,0,19456
eval_007,prefill__C1,64,1,19456
eval_007,prefill__C1,64,2,19456
eval_007,prefill__C1,64,3,19456
eval_007,prefill__C1,256,0,19456
eval_007,prefill__C1,256,1,19456
eval_007,prefill__C1,256,2,19456
eval_007,prefill__C1,256,3,19456
eval_007,prefill__C2,64,0,19456
eval_007,prefill__C2,64,1,19456
eval_007,prefill__C2,64,2,19456
eval_007,prefill__C2,64,3,19456
eval_007,prefill__C2,256,0,19456
eval_007,prefill__C2,256,1,19456
eval_007,prefill__C2,256,2,19456
eval_007,prefill__C2,256,3,19456
eval_007,prefill__C3,64,0,19456
eval_007,prefill__C3,64,1,19456
eval_007,prefill__C3,64,2,19456
eval_007,prefill__C3,64,3,19456
eval_007,prefill__C3,256,0,19456
eval_007,prefill__C3,256,1,19456
eval_007,prefill__C3,256,2,19456
eval_007,prefill__C3,256,3,19456
eval_008,prefill__C1,64,0,19456
eval_008,prefill__C1,64,1,19456
eval_008,prefill__C1,64,2,19456
eval_008,prefill__C1,64,3,19456
eval_008,prefill__C1,256,0,19456
eval_008,prefill__C1,256,1,19456
eval_008,prefill__C1,256,2,19456
eval_008,prefill__C1,256,3,19456
eval_008,prefill__C2,64,0,19456
eval_008,prefill__C2,64,1,19456
eval_008,prefill__C2,64,2,19456
eval_008,prefill__C2,64,3,19456
eval_008,prefill__C2,256,0,19456
eval_008,prefill__C2,256,1,19456
eval_008,prefill__C2,256,2,19456
eval_008,prefill__C2,256,3,19456
eval_008,prefill__C3,64,0,19456
eval_008,prefill__C3,64,1,19456
eval_008,prefill__C3,64,2,19456
eval_008,prefill__C3,64,3,19456
eval_008,prefill__C3,256,0,19456
eval_008,prefill__C3,256,1,19456
eval_008,prefill__C3,256,2,19456
eval_008,prefill__C3,256,3,19456
eval_009,prefill__C1,64,0,19456
eval_009,prefill__C1,64,1,19456
eval_009,prefill__C1,64,2,19456
eval_009,prefill__C1,64,3,19456
eval_009,prefill__C1,256,0,19456
eval_009,prefill__C1,256,1,19456
eval_009,prefill__C1,256,2,19456
eval_009,prefill__C1,256,3,19456
eval_009,prefill__C2,64,0,19456
eval_009,prefill__C2,64,1,19456
eval_009,prefill__C2,64,2,19456
eval_009,prefill__C2,64,3,19456
eval_009,prefill__C2,256,0,19456
eval_009,prefill__C2,256,1,19456
eval_009,prefill__C2,256,2,19456
eval_009,prefill__C2,256,3,19456
eval_009,prefill__C3,64,0,19456
eval_009,prefill__C3,64,1,19456
eval_009,prefill__C3,64,2,19456
eval_009,prefill__C3,64,3,19456
eval_009,prefill__C3,256,0,19456
eval_009,prefill__C3,256,1,19456
eval_009,prefill__C3,256,2,19456
eval_009,prefill__C3,256,3,19456
eval_010,prefill__C1,64,0,15360
eval_010,prefill__C1,64,1,15360
eval_010,prefill__C1,64,2,15360
eval_010,prefill__C1,64,3,15360
eval_010,prefill__C1,256,0,15360
eval_010,prefill__C1,256,1,15360
eval_010,prefill__C1,256,2,15360
eval_010,prefill__C1,256,3,15360
eval_010,prefill__C2,64,0,15360
eval_010,prefill__C2,64,1,15360
eval_010,prefill__C2,64,2,15360
eval_010,prefill__C2,64,3,15360
eval_010,prefill__C2,256,0,15360
eval_010,prefill__C2,256,1,15360
eval_010,prefill__C2,256,2,15360
eval_010,prefill__C2,256,3,15360
eval_010,prefill__C3,64,0,15360
eval_010,prefill__C3,64,1,15360
eval_010,prefill__C3,64,2,15360
eval_010,prefill__C3,64,3,15360
eval_010,prefill__C3,256,0,15360
eval_010,prefill__C3,256,1,15360
eval_010,prefill__C3,256,2,15360
eval_010,prefill__C3,256,3,15360
eval_011,prefill__C1,64,0,12288
eval_011,prefill__C1,64,1,12288
eval_011,prefill__C1,64,2,12288
eval_011,prefill__C1,64,3,12288
eval_011,prefill__C1,256,0,12288
eval_011,prefill__C1,256,1,12288
eval_011,prefill__C1,256,2,12288
eval_011,prefill__C1,256,3,12288
eval_011,prefill__C2,64,0,12288
eval_011,prefill__C2,64,1,12288
eval_011,prefill__C2,64,2,12288
eval_011,prefill__C2,64,3,12288
eval_011,prefill__C2,256,0,12288
eval_011,prefill__C2,256,1,12288
eval_011,prefill__C2,256,2,12288
eval_011,prefill__C2,256,3,12288
eval_011,prefill__C3,64,0,12288
eval_011,prefill__C3,64,1,12288
eval_011,prefill__C3,64,2,12288
eval_011,prefill__C3,64,3,12288
eval_011,prefill__C3,256,0,12288
eval_011,prefill__C3,256,1,12288
eval_011,prefill__C3,256,2,12288
eval_011,prefill__C3,256,3,12288
eval_012,prefill__C1,64,0,13312
eval_012,prefill__C1,64,1,13312
eval_012,prefill__C1,64,2,13312
eval_012,prefill__C1,64,3,13312
eval_012,prefill__C1,256,0,13312
eval_012,prefill__C1,256,1,13312
eval_012,prefill__C1,256,2,13312
eval_012,prefill__C1,256,3,13312
eval_012,prefill__C2,64,0,13312
eval_012,prefill__C2,64,1,13312
eval_012,prefill__C2,64,2,13312
eval_012,prefill__C2,64,3,13312
eval_012,prefill__C2,256,0,13312
eval_012,prefill__C2,256,1,13312
eval_012,prefill__C2,256,2,13312
eval_012,prefill__C2,256,3,13312
eval_012,prefill__C3,64,0,13312
eval_012,prefill__C3,64,1,13312
eval_012,prefill__C3,64,2,13312
eval_012,prefill__C3,64,3,13312
eval_012,prefill__C3,256,0,13312
eval_012,prefill__C3,256,1,13312
eval_012,prefill__C3,256,2,13312
eval_012,prefill__C3,256,3,13312
